	T0_1	T0_2	T0_3	C5_1	C5_2	C5_3	C20_1	C20_2	C20_3	C30_1	C30_2	C30_3	C45_1	C45_2	C45_3	C60_1	C60_2	C60_3	C90_1	C90_2	C90_3	C120_1	C120_2	C120_3	N5_1	N5_2	N5_3	N20_1	N20_2	N20_3	N30_1	N30_2	N30_3	N45_1	N45_2	N45_3	N60_1	N60_2	N60_3	N90_1	N90_2	N90_3	N120_1	N120_2	N120_3
AT1G23280	3.35366672799583	3.37204812522195	3.37182448536321	3.35241087553265	3.31075257229191	3.28957756028233	3.20048615577767	3.31878780661223	3.29096214749336	3.24723214760452	3.25167115250745	3.33030071853799	3.16080452748098	3.21931698527887	3.19042051841937	3.14011538563032	3.14329902247984	3.15708560261344	3.19510118727261	3.18381020822462	3.23550503666383	3.17900090690485	3.13037414809908	3.2754313582026	3.37706678629497	3.357742936828	3.28498143689959	3.35527886913583	3.39403906009428	3.33044092993118	3.21595291899633	3.29826984978692	3.1818830912982	3.28755496543368	3.33170061778901	3.27085380159383	3.36559049139621	3.37607716604136	3.41239887681246	3.36477315160915	3.4233534408182	3.33374234127095	3.44416968813475	3.47782596736564	3.43152840067337
AT1G68440	3.34612394014922	3.32687469707364	3.41584532565211	3.41158091876959	3.3994952916831	3.39148271262927	3.35967176116071	3.36243980343324	3.28255944300097	3.36001400810222	3.28864909098383	3.40734562028018	3.40369545094743	3.32991481144688	3.3248733569592	3.29404767946035	3.28451628715456	3.21863404490528	3.29257330901688	3.27726493776621	3.38258375802778	3.34675475607772	3.2688361356366	3.23609101678066	3.3552102957037	3.34692511984358	3.32585510449954	3.31773684513926	3.42616340584322	3.36624676891428	3.44296567178157	3.432308428039	3.4868038191158	3.40731984500229	3.48604511658445	3.42049160558606	3.39306562425583	3.42037323443336	3.60405023427898	3.64938815734015	3.68497230790544	3.60817884011872	3.57694706802125	3.7118048740165	3.66654711073676
AT5G23350	2.07240210030449	2.18052722215898	1.87578006351637	2.08657137275127	2.23891305164682	2.06732412412933	2.07637617850806	2.2296625490536	2.06910484781529	2.2695389831731	2.2684250910255	2.24996079426063	2.14368497463659	2.25240652979245	2.36599528060643	2.31627726445651	2.20414996412741	2.26225905966103	2.35152213615167	2.3292317726603	2.41072628939296	2.35587126527826	2.29093165640415	2.2568316489877	2.07374327657987	2.14758467681496	2.19164064682747	2.39181324745309	2.51894080531214	2.4358491214622	2.5466581790673	2.44400735053709	2.36463194520217	2.55870034831644	2.58499874000428	2.60512361897163	2.76334377605337	2.7901202172521	2.81549956558233	2.90546600396671	2.95729872482112	2.64425870027467	2.85678695919412	2.82690232980184	2.86920814603796
AT2G47990	3.25977826503966	3.32205045538582	3.30016043760551	3.24978711558252	3.18955817367697	3.24617010203978	3.19301724699223	3.2752644272303	3.27230504231242	3.23648495500521	3.23665658122943	3.31183340294472	3.22898500922298	3.26364671651935	3.15794555913783	3.18252138149086	3.10176116377698	3.13745129201437	3.18594470451797	3.19010137193215	3.26165141703103	3.21098049804343	3.16274370358972	3.30020992707699	3.33005624158946	3.27051145390106	3.23112450614308	3.30638624561546	3.31527616753829	3.28656817812051	3.22795642360671	3.27797076406748	3.16243395429207	3.33199197541782	3.24839104142884	3.34233485940765	3.36335624491173	3.41828000199462	3.36273366046914	3.41959670516223	3.4989713138923	3.4357362986306	3.47409039420231	3.52573819441431	3.44333488411537
AT4G02400	3.30470562325108	3.2955865923934	3.34474126795261	3.3035049419168	3.29723401843554	3.19506734054691	3.26667339334141	3.29683090274877	3.30662660404862	3.33836833878727	3.34306062914313	3.30334095122838	3.32809582036977	3.36966588040045	3.28740228918175	3.22429305541201	3.31108591960741	3.32096252032587	3.3375456975972	3.3268211064094	3.35911977397949	3.33090744364812	3.32812227360285	3.38935119040059	3.28471867895921	3.23846776647155	3.2716547963328	3.30478604726482	3.2501331877893	3.29677009046589	3.31221428077013	3.31374766680361	3.22985364787806	3.37345748266712	3.32395836177465	3.36943273577018	3.42318485143541	3.43255591297016	3.35839481127912	3.52322390026335	3.5509937799718	3.49475344008461	3.49046176249519	3.53491661206148	3.46478993311768
AT5G01840	2.60013740869039	2.50662477774979	2.61063024315694	2.4725511805063	2.59457933383247	2.50074320273975	2.64451299654037	2.68417156578504	2.66224793696356	2.72085859683136	2.79399872405421	2.64942003134284	2.64907230335891	2.65650447364722	2.68311037314572	2.62338348463865	2.61103288332009	2.65293127889333	2.63719452658545	2.67269418638298	2.65206036878739	2.75647538669798	2.62976388331125	2.70520518417357	2.41871766769301	2.46766697380845	2.57168902806716	2.25038675544044	2.40835620527367	2.34328248283217	2.35291448754334	2.20378125229075	2.27221270081122	2.45489461071688	2.44538949276437	2.46095040431142	2.5067350005007	2.50277011188383	2.56005474866979	2.81768937164764	2.56127550018564	2.81193775823461	2.85544275727761	2.81596824073929	2.8226467599674
AT2G40230	2.15489658481749	2.3116049722274	2.17596839583685	2.1670053678017	2.18149648699532	2.18994924858507	2.20232981128264	2.25972839514105	2.24938690401285	2.3426364134662	2.31986790536507	2.30641053480611	2.32754098714402	2.26524128743405	2.17614979432119	2.26503357068989	2.14118732338807	2.32695247911987	2.40208755808912	2.25281988139434	2.30883311043554	2.31660452684476	2.35236788007304	2.44038964344224	2.22332393826033	2.11025680102351	2.20908212681125	2.0788210068395	2.10687279046823	2.08667364367442	2.06783156693973	2.04197903421377	1.99944679461878	2.05627509118504	1.99818618870919	2.12961651698225	2.2008368523323	2.13279467240593	2.17525078935172	2.6819748006076	2.45415087146628	2.58245755207982	2.64310383271084	2.56921664102672	2.54254719397784
AT5G41800	2.80720435998928	2.78792069450325	2.81804263986653	2.73503915027627	2.87328995763368	2.81182511532548	2.91471115369962	2.92009561295084	2.87366020833515	2.93507104709158	2.9471771046605	2.91413161761506	2.95088930178224	2.96683557626628	2.90633333166965	3.00370989425946	2.88652559829427	2.99629922556171	3.04469718865876	2.94785906094027	3.00197296236054	3.00894887222278	3.00681073816908	2.96360388606603	2.77821748517116	2.83349963292969	2.88379669587373	2.83245006816972	2.87176381279966	2.87534622326117	2.92761188749301	2.83378755944266	2.90450362848873	2.83702751967986	2.81295431648633	2.87243960606072	2.79083035819263	2.8061608215299	2.73641793486887	2.72850235006134	2.7081301287766	2.73058469015228	2.73031886441189	2.70360425480639	2.73431046116577
AT1G55810	3.05470737640698	3.23261514103001	3.07765414185088	3.19540720821156	3.1743515482932	3.16295401606694	2.7669636248876	2.76182071524533	2.80151816311717	2.65945521004061	2.64559915448814	2.95269098227475	2.69290751823062	2.63760539267875	2.56863755339067	2.51283702648171	2.55274466540165	2.55106668226819	2.61060241862392	2.55416847713927	2.7499406338011	2.66058482232777	2.33061402537549	2.56901415282025	3.06462698134862	3.18661281761545	2.86962209103138	3.00711081900588	3.06383216264251	2.89344181464626	2.65414672250207	2.73759008734783	2.74123270125072	2.67819830356048	2.93352310783621	2.76141657143128	2.87308365166917	2.86310363283	2.86996648802739	3.06833523376594	3.22898788944999	3.01869493894484	3.33136191843813	3.50116691253127	3.3077318302998
AT3G30390	3.84410382465702	4.00244346498325	3.87296483050762	3.90827081761108	3.81549658176519	3.92610760077397	4.18321161558374	4.06777235193935	4.06893593415055	4.09185266439026	4.09433552939384	4.05589370223704	4.17209548017014	4.17244616380032	4.09375328890801	4.13792929700996	4.10097207593673	4.15691694508134	4.1717849847989	4.06518860831503	4.11217961398588	4.182278954245	4.07361210538635	4.01264712469544	3.98053920875651	3.96193755465632	4.04301765890527	4.07197796001905	4.04593885744437	4.056813367342	4.20789057310232	4.02870444681133	4.16553637232209	4.14289124818674	4.08450631839443	4.08594587225828	4.21065504333548	4.12298767396263	4.17296621928529	4.51346273155167	4.35493785278182	4.42508594170723	4.35166825905149	4.46989500079982	4.37368426625019
AT3G55980	3.33952352614169	3.54611524075316	3.38648101391327	3.45514943496514	3.36469445703846	3.54163246318449	3.5161035321196	3.47434668122724	3.41793492805383	3.40636017030915	3.47034753254639	3.48847747999835	3.44359839535073	3.37852452266715	3.35295766739938	3.31509063894071	3.34785773882222	3.34259688351352	3.54567039008238	3.36526986448905	3.42867370525226	3.26728698869832	3.51749392955417	3.2754313582026	3.56590057011196	3.54626956315465	3.68824209035081	3.83211391351093	3.84136726134856	3.84612991801799	3.89774483268454	3.84322897327177	3.86290180730335	3.69320573645204	3.57464039793298	3.64491080169623	3.56394719665219	3.65953753144816	3.50112046588475	3.51940905100683	3.60085058965645	3.58932634758674	3.35169133897924	3.43818583885143	3.34719697770345
AT2G41680	2.92732753087587	2.98111005237772	2.93203493808138	2.98902523370584	2.78988177129639	2.90909845185171	2.8955584624988	2.89616568064162	2.93445883992558	2.84352448693201	2.92463089488185	2.85846187030496	2.85392658896604	2.90478042636435	2.91607202906022	2.92966825336036	2.9793739554356	2.87810951755905	2.979478108373	2.98079615637383	2.92732219951117	2.98833970017311	3.01195213693374	3.03827330019732	2.88178542222349	2.84303456136804	2.93259997952778	2.94053543850404	2.94978246569748	3.01721147786908	3.04324380065195	3.06376016256918	3.05743816552901	3.10695088129663	3.08145010951812	3.08079462744639	3.12032219368673	3.17599026760718	3.10323645821477	3.19467836817408	3.25314314559151	3.17459031939708	3.15065333303287	3.18029561195446	3.16180335064309
AT5G45100	3.32070391974911	3.32085468502376	3.35936645307183	3.38557130974918	3.37108860587795	3.30400559617644	3.37394757393073	3.3647268331349	3.40461799316156	3.38695518402483	3.37701817350058	3.32016296831198	3.32712891286344	3.39252163238931	3.41586824126957	3.35854131606881	3.25098427768148	3.34789845715962	3.45000659609273	3.45891515834198	3.39047157105137	3.34358578317286	3.40144261627085	3.37047538492945	3.33383356243162	3.29076343634287	3.36628253249384	3.07853386773557	3.0479070377388	3.10739605185285	3.02944067941185	3.04664482942013	2.98134275683027	2.93838639017754	2.92292504520869	2.96675002855823	2.98122044662419	3.07267258032078	2.93166395559743	3.16930404913126	3.12074230225466	3.12940304848756	3.12717555330326	3.09708508323198	3.09273661184107
AT3G02290	2.92943709620893	3.0025012815649	2.94895496735417	2.89326085103018	2.98878132044052	2.99389358120381	3.05931449876981	2.98486441967073	3.01305123531953	3.01304115476669	3.02300373225911	2.98134615111071	3.04006119285835	3.00438526129421	3.04834002815105	3.0640777330462	3.02374281073271	3.11139281421111	3.08223474188939	3.05692190694094	2.99230550995426	3.03928340289061	3.05818878369861	3.00670374403901	2.97442160611697	2.94885714859119	3.04681054913576	2.95798214493152	2.87765873818742	2.91757215263023	2.95941711987308	2.89152182168981	2.94571383048814	2.82187538322622	2.82506820223536	2.82909742359243	2.80578964096961	2.76880875643426	2.73982843107173	2.80883613033883	2.7572447584299	2.85037091111693	2.79019512671387	2.71853096024385	2.76961132044563
AT3G54900	3.08432932309435	3.16573068784642	3.09801185832554	3.08210764545056	3.0854713564553	3.09180412431066	3.11403359097559	3.14093995550573	3.16499899379399	3.21716235661352	3.21866139767888	3.07740894140221	3.14083150467541	3.24997879194506	3.16914215455513	3.17874675254475	3.05993031134565	3.17450656461994	3.24166084562489	3.16557395581646	3.16070963219077	3.20912671443463	3.11817690457686	3.16111468546477	3.1109942307753	3.2244046740404	3.17993786000654	3.23313824243712	3.26165141785153	3.26451187242554	3.39265387788293	3.37774063257227	3.36252831683392	3.38061487799077	3.42451491957591	3.41882010959264	3.49946750359629	3.47461396208465	3.56130130122323	3.49246536707642	3.46444273195781	3.46533204230962	3.4354937629568	3.45450851929826	3.4373461503878
AT4G30110	1.80671958326881	1.84293135309728	1.85679251165646	1.92843136632515	1.8139236018584	1.71460287421663	2.21732386471331	1.9339779987529	1.96999416318904	1.99341483644637	2.06969396387391	2.08639744175671	2.16176304353964	2.32866914166283	2.17907950458673	2.0846256595994	2.25262593580032	1.96577626953828	2.0557406327451	2.07640978835988	1.97761726650294	2.28916364386661	1.84530483863291	1.89345244721691	1.64937631044775	1.52734276867693	1.85575046882627	2.59379238984632	2.74439226002993	2.74634489594623	2.82534748793431	2.8716682505799	2.90848795868893	3.01395268727703	2.93060504971678	3.03058669569629	2.87182243691124	2.85422348573488	2.67523881770123	2.53009057661731	2.8597871594623	2.79513052658155	2.58942980349394	2.50755731504528	2.59583664357453
AT3G17820	3.97784974953548	3.93566821472494	3.95246814744272	3.98328356211238	3.97061737531813	3.9253938042923	4.09384037932882	4.10361254745626	4.08139760664351	4.15990150378891	4.17776444776169	4.08627550365409	4.10333303226454	4.18734613043489	4.10003333817369	4.14351551742134	4.03756127960463	4.11638987096637	4.20313127792907	4.18851814741921	4.12903828749924	4.15872767874164	4.16349372055342	4.16872493608231	3.96967047060861	3.94900561559698	3.98479973778568	4.02508944839641	3.98635280109522	4.01280218227827	4.12171389572013	4.00630462678991	4.00244798440989	3.98751521945421	3.93096365337452	3.95804748850756	3.95170719641171	3.9673017375796	3.94607670330753	3.82738763657702	3.9601719076993	3.84825441770294	3.75403100112579	3.79673266091173	3.75922779899952
AT3G07340	2.76706318642613	2.66443298848802	2.87051910714037	2.65932355310768	2.77947348805408	2.69090145688	2.83718384562288	2.81257183458212	2.81139338954063	2.9193120174131	2.8597525752469	2.70797330212955	2.89179705729038	2.79591747560824	2.86443361230753	2.81263334542155	2.85984236231554	2.97140411508846	2.76219352678481	2.80187790877851	2.81659237639651	2.8605863014382	2.77663320658389	2.81182997226974	2.64992028812857	2.76880047725113	2.90200402331329	2.89523129379942	2.91789284196342	3.02565913033191	3.24583531167845	3.18323327325899	3.1672692326889	3.19584480998504	3.16885202735289	3.17837948255097	3.11022767618596	3.11192120462179	3.12616161905806	3.01332527366677	2.98977351802042	3.00172528223589	2.92467461340812	2.76779870992154	2.89052032098981
AT3G50700	2.55365914691996	2.27824720616646	2.55602056391985	2.53854165174604	2.65471511992542	2.49716743021337	2.31186739368273	2.36775615758031	2.42145633634003	2.36021625953981	2.44246998338838	2.39180007836824	2.33234960074034	2.33517719946519	2.34459124750127	2.33870518308654	2.31931255875046	2.24518532932372	2.29209330061413	2.34739386734924	2.28997328821963	2.23725400508018	2.2835363773185	2.42410056002655	2.39806085215589	2.42769958166882	2.40286144064498	2.43189105408859	2.41858590945611	2.34579159780685	2.43523476275994	2.49696816207307	2.39671613556709	2.36479759956177	2.42897516272176	2.55763497373396	2.3742624995466	2.5360113913084	2.49949143697701	2.58881145114323	2.53137616345515	2.61282985676899	2.78587121046533	2.74769109720694	2.75504822523742
AT5G10970	2.446866341968	2.650645569151	2.59216030111554	2.39637378757672	2.43471971558592	2.5737745805109	2.61702306368789	2.61163302761857	2.64006059143185	2.58149619069295	2.38963213638314	2.66076267910163	2.524377084293	2.59714523983764	2.48915581187791	2.48565485599043	2.44526472240534	2.56933249842799	2.59229126773297	2.56388082389341	2.61619433332968	2.50567502079173	2.49412001881487	2.55917602055911	2.5470311829649	2.4702923648631	2.51154571027061	2.70767099093452	2.53982830669254	2.54967333440093	2.41003123324116	2.29209444726024	2.50557016117278	2.44029326274279	2.41191599498109	2.47588935773963	2.61727827141776	2.60377438657179	2.45165536265373	3.08617095527062	2.82523547322281	2.98337171897485	2.9625743636744	2.91873150217151	2.87635284655068
AT2G29990	3.27642152323292	3.36514226211486	3.25758375282097	3.31025804314676	3.26604472843536	3.30456540648961	3.41897136318838	3.3088137730398	3.31062173448792	3.35785404369656	3.35930927973409	3.29868034164261	3.35501190407176	3.35510512065454	3.37302995992056	3.40315536955902	3.30993893046256	3.37927008008769	3.41189533455064	3.39988983248833	3.27868669036129	3.39292590064724	3.45604140132938	3.29900400661572	3.33301519587951	3.28257401848806	3.34928880830781	3.32849483931217	3.25062959890843	3.26871498593059	3.36024555393185	3.27454121053124	3.37381285242251	3.22767311658107	3.16681730565843	3.1278452801671	3.10472180744066	3.01383341635192	3.15102335875039	2.98565258128139	2.99334944947891	3.03006641572141	2.84557084247358	2.89820396304373	2.89140442888795
AT1G03090	2.88850337695608	2.93049062623531	2.90236529288018	2.90683716412089	2.91241309639878	2.88380740853333	2.89761477529399	2.8034391252928	2.89832527766987	2.90542133064664	2.90892239422269	2.84335328443386	2.91802382805953	2.98649695722834	2.91767412337028	2.89222016226287	2.95536514669102	2.93026420892688	2.91438863355483	2.91113948858175	2.88428654058275	3.02200552732579	2.88432284484218	2.89072141570921	2.85848239273842	2.83519755096839	2.81268274943117	2.79366608291804	2.85666663252659	2.86183411784552	2.96215490801642	2.913811963745	2.96633046199939	3.04084554061498	2.96977470960308	2.98017518685221	2.9742929073019	2.97968881836007	3.10323645821477	3.17626797934969	3.31069256888517	3.14211280902903	3.18190688157781	3.30917409508717	3.20667266961148
AT1G20380	2.77483078583088	2.73820440959139	2.75414855107232	2.74335798822668	2.72753589333537	2.69395522409244	2.69883781125738	2.74841088076063	2.78774647287358	2.79012447051307	2.65287083839305	2.74722781453091	2.77698912767815	2.77609365023661	2.81671257780468	2.73574830004686	2.80468055452512	2.68781226949281	2.65564663868479	2.70161323020521	2.69372532068478	2.83350758788553	2.70844409926161	2.73200719976753	2.65852164428352	2.65934424921898	2.64913168678736	2.73470767493755	2.59706484062799	2.69799190422331	2.65043304569741	2.77450483234683	2.65653864718628	2.73070384751428	2.72188839117712	2.73595429710489	2.71989453868274	2.78863216960084	2.65368958328517	2.89824643360905	2.82448559063307	2.90105293696119	3.01758592418973	2.9151177981582	3.01457900734393
AT1G69530	3.34039237979953	3.28999824837908	3.29715328592263	3.41174169205252	3.29098199804847	3.16088207833376	3.42128119670241	3.35782929274552	3.43336097921541	3.51251819158512	3.5941594275814	3.29230811670163	3.45976506625138	3.44506192669543	3.43507227650281	3.59426739129172	3.49130453788402	3.48722228139192	3.58116905800652	3.51933226038166	3.47539837023192	3.6357046006442	3.52440207123135	3.5172705451391	3.25634710347118	3.20241747906106	3.44336634395292	3.22934028969732	3.21658498870449	3.24978432134526	3.47091187731105	3.43390173011041	3.37163389475223	3.4128912771697	3.38728344259514	3.45379805311276	3.53899296358006	3.45945468069873	3.4777431654774	3.62808628924911	3.73330258461329	3.76285898659027	3.78830773469012	3.88061160668882	3.89122668495241
AT5G67240	3.28183049542754	3.31792612662991	3.2941251667843	3.24908637115616	3.24407535234241	3.19145295038082	3.20328592415681	3.25026778545301	3.22680811862405	3.19850527585499	3.25370977457891	3.2483090115368	3.18023876657382	3.24866688091423	3.20496606018721	3.19212332068094	3.27028148708044	3.20769908137603	3.21861469488652	3.25996896059388	3.28609662540159	3.25659460425667	3.21844426188334	3.34534853618621	3.3137541491308	3.22371251331772	3.26974750570158	3.27732347701813	3.24538876495948	3.26781773684835	3.24059641898137	3.27223970258529	3.16243395429207	3.33547146782996	3.28871570194632	3.34853175948707	3.37421571691495	3.40079677440221	3.29323959786155	3.47967761208131	3.50621589118413	3.45514277978564	3.49542487184699	3.50049405996102	3.47487345816533
AT2G37750	3.41550476516516	3.72845678741032	3.52586251805196	3.4019883764523	3.35853155662752	3.61346173752109	3.57855085748881	3.42892938076961	3.48422249191667	3.45968775565321	3.39222995926033	3.45807838893686	3.5487710710069	3.53121700163831	3.46222218078018	3.60434349333448	3.4378424616214	3.50941856208941	3.66766703551033	3.44271721507791	3.55937929688016	3.4666091272404	3.44930457696083	3.50679564665125	3.60970907682189	3.53502857427536	3.57753965447766	3.58756204716465	3.65132862420333	3.63757231302686	3.74924213087734	3.66327085414939	3.80442512185583	3.71909957404906	3.75480371690571	3.71186482034645	3.7059425994562	3.64151064805126	3.83705342578277	3.96285533821351	3.93838267273118	3.97999901562443	3.93068373461099	4.07466533591415	3.99010746611421
AT1G43620	2.65294278556645	2.60644487286967	2.7129185643139	2.6133423146199	2.64129627249995	2.61031841808561	2.72018903712668	2.59255975686798	2.70704861373895	2.75859553611112	2.75732209832344	2.659743683809	2.72890000513079	2.77217540708072	2.73560876754953	2.77907352358458	2.88804529246075	2.79901451432783	2.834027450364	2.80807985264851	2.8108211921552	2.84079886153645	2.90143572958883	2.86306398866532	2.59349635026463	2.57553891840322	2.67411167994283	2.5665873533876	2.55239058286549	2.62687165520384	2.7192696503303	2.6305864691597	2.75949711372011	2.69504019544246	2.62937158557041	2.67078457018593	2.58550305765515	2.59687540416372	2.64532473647342	2.53178660729948	2.45940131957746	2.61607708608906	2.51804616830771	2.49682563030793	2.48179222804138
AT3G62420	3.64695451942747	3.62493933860225	3.62155140810303	3.72311317268755	3.72446195263834	3.69237023541493	3.67284833417511	3.64770182117393	3.68704131352215	3.60185060206495	3.59219443291934	3.70141552593887	3.67809521325573	3.66289990737022	3.70342609934233	3.6699214387743	3.63788858459934	3.62118270011668	3.54811316458045	3.64214602224639	3.65391532300452	3.57800490504746	3.58170308724052	3.58228553528397	3.681567131656	3.7234273364074	3.69411719721897	3.88180938055841	3.94254981231796	3.87436321098158	3.93050652922613	4.01295809967139	3.99982055194504	3.95848605055107	4.09689977561952	4.00228669817288	4.05194928121347	4.01677875920552	4.17267373760579	4.07380750141959	3.96833184554421	4.05600247437369	4.03486672032536	3.99964850396881	4.03087938048624
AT1G75270	3.3418705419079	3.40907062766794	3.29685142235449	3.32365409149751	3.16040117396359	3.35603139262057	3.39874447802408	3.39695577827012	3.39234652958489	3.45156230303387	3.3202107091164	3.45677795854757	3.50766350520301	3.44872449358218	3.44642080616271	3.45008557402948	3.37538368284636	3.38666650466381	3.43081076993225	3.45952625110947	3.3987191522821	3.38308148435756	3.39282986843838	3.40160011788708	3.45367655205046	3.3376109566211	3.42251030408126	3.39402963078793	3.44209522364918	3.39932408819562	3.48533062241787	3.48926150278765	3.44896778581409	3.5023847386505	3.48832091270661	3.48902651913415	3.56497247620165	3.5359581614388	3.54653400574313	3.75246305580238	3.6170006631198	3.68868991760242	3.66241663529315	3.67905790190709	3.67469663874667
AT1G15290	3.07699405522967	2.912279561748	3.0824628574137	3.03995149028746	3.02930781618195	2.96958262411705	3.04053601749904	3.08582099324287	3.09472972002635	3.07498720160796	3.22643072113168	2.99523022053934	3.16257552142348	3.14929946126914	3.20852758078673	3.11414635467315	3.10545512558404	3.16692729125639	3.06145038558848	3.10195581012376	3.11928175953894	3.11742190040786	3.12646534268413	3.1881778972306	2.97777546822547	2.96632769500509	2.98840392396341	3.10522771845681	3.01717271209489	3.14750357179163	3.26843372175287	3.37296337610306	3.31916554512208	3.47218359938625	3.2835505495561	3.46561065122365	3.45614582187363	3.41300235115377	3.37128344221331	3.42460852422906	3.45750954200491	3.46852458117636	3.40865749249948	3.39214782254934	3.42310758367694
AT3G07350	1.41461996856315	1.23915208184387	1.42258347402979	1.59059328222464	1.69631310420305	1.3666278204046	2.48940258726382	1.53830337512114	1.84782348850334	1.94016488776304	1.7319559364546	1.60696991990078	2.02562458255637	1.79164270107068	2.13291258566296	1.99325500447922	2.50416095783865	1.97126414482061	1.60616370330856	1.38097508440942	1.98199174281155	1.43600774622754	1.26353591779147	1.49407344460422	1.91789238492738	2.26500033805537	2.45439173165644	3.26484989772275	3.40876387814996	3.43963797120604	3.81449040293122	3.63305302495338	3.67923454742801	3.5344241738938	3.4699407840011	3.48724193533604	3.27515007696453	3.38786330013732	3.50366361196675	3.22863138232495	3.54717316964391	3.37565623147855	3.17711919659745	3.39370056178443	3.26590627058099
AT1G18850	3.19563896091955	3.20546632067982	3.19257245307991	3.17148185199909	3.13601516036227	3.1588002083695	3.04530730643863	3.11470527868617	3.10655314377933	3.06148901406258	3.09930504425021	3.18497347639167	3.07516084318311	3.14096149291347	3.05499608100745	3.05070969811475	3.01135857699177	3.04540849620839	2.99974798467369	2.99526281740468	3.07769167881124	2.96562009608719	2.94038725273865	3.06495141544914	3.1663173512089	3.20047306529016	3.08484082291376	3.08761534724865	3.17905823406145	3.10826153643628	3.04886808928624	3.09738749420293	2.99194379890905	3.11592229130142	3.20890000894911	3.21166582924942	3.18631631096162	3.18565702051866	3.30726012706577	3.19578057789686	3.26117996303028	3.24841233548163	3.28196858300105	3.29405937400892	3.28192056306878
AT1G22500	1.97047434815029	2.30466941739884	2.00360633804154	2.01264993634464	1.97866137007259	2.17513105708996	2.42892865089867	2.45004924943325	2.29976963151078	2.39137525349312	2.49608616032517	2.45503091728325	2.50069394159671	2.45322566343993	2.42119231876956	2.29019039152311	2.63613104851925	2.53943198748845	2.61584433061472	2.44282278016836	2.36994623020211	2.50723639062325	2.57108035887104	2.3282504058684	2.23987652150207	2.14482448652647	2.32048708625817	2.75564138189776	2.78609321936265	2.6620781215764	2.89435678861685	2.66460870519696	2.80508611670968	2.99089257811293	2.74851507465893	2.95289658968296	3.0521676132083	2.92502452972577	2.67260291681367	3.18986953451365	3.30848197673128	3.16372659071301	3.0381751369813	3.07720246395286	3.02346633596852
AT1G08510	3.89905168187436	3.8716760384621	3.92437362485718	3.91107988249239	3.96933861240715	3.8936309045212	3.90969066547087	3.88567804225507	3.85220172836027	3.91230510235284	3.8882305590784	3.82601353647244	3.91921999325327	3.86309048995664	3.88608081504012	3.88809725509904	3.79000647976861	3.89064910923266	3.94626575194487	3.92344785604106	3.91174221409652	3.85088654307294	3.93180328698426	3.88863894647372	3.86104894928734	3.85265857263073	3.87464039026046	3.75512650415831	3.77365315950909	3.79108221496269	3.84047417986836	3.75259812235727	3.82566958369117	3.69029283840063	3.67145330834952	3.69711800955625	3.59822843342524	3.61242584506162	3.61746333668828	3.53598284757001	3.5720310987671	3.55217052214953	3.55323991849686	3.54011074980049	3.54647115724249
AT5G20885	3.41803138013163	3.44711830535229	3.49253681218083	3.45296212562415	3.48294429552459	3.48799971822823	3.48832003797513	3.45316284559716	3.48288721406842	3.46173820445878	3.38427260015909	3.45872714681077	3.50862058140163	3.51316077811246	3.45824865016565	3.49136010512054	3.49843179496739	3.48438716589287	3.39972638299853	3.39672586809548	3.50640581047256	3.29938171392172	3.33391686920524	3.40681301658698	3.49585902503936	3.63284318875645	3.59102455084034	3.75637512886833	3.80417280667607	3.80145664656335	3.95388775225011	3.88759300117067	3.98424645701099	3.84104945826965	3.94484032803533	3.86091958335109	3.88074604308003	3.83096493300331	3.94923444497272	3.80106708334425	3.7525890202027	3.77108691487554	3.62137734777843	3.71114205200418	3.64687611471788
AT1G42440	3.42346282995893	3.49611996217641	3.45455363975901	3.41764884607942	3.40540038832842	3.43377839065511	3.44779255074356	3.42209882201033	3.43667910660419	3.46530335901001	3.48359170126952	3.4852876966317	3.47929007662917	3.48527208686818	3.41907246188368	3.37813979123555	3.46358528067881	3.44114400211062	3.46941291644717	3.39778308612041	3.44770285577175	3.43002698425966	3.39205595997333	3.43271859257034	3.45156193583444	3.43477517350184	3.40699718214709	3.48782153202401	3.47021634649888	3.43558779661623	3.4642352778256	3.42648320738077	3.3950214674359	3.48128636066391	3.4835934566787	3.48616765451278	3.53352265841375	3.49177894514813	3.50151268975216	3.57995013893177	3.60930875620569	3.57141466719388	3.53476340903323	3.57630065668542	3.53548691526657
AT2G24570	3.30503807997886	3.44097564628273	3.24164922103653	3.30842667770324	3.37582318536844	3.36699005952876	3.36231850350623	3.42892938076961	3.40408385394796	3.43119817137279	3.43101935599482	3.43508124033491	3.38715389106888	3.40037493747565	3.42985886572649	3.37170473724364	3.34838366057857	3.43575044460872	3.40652896225806	3.27306372794747	3.34198253286075	3.33416994008461	3.29309238259219	3.30836196246306	3.45824366679841	3.4222396902507	3.37068164701104	3.26695386581931	3.3306065113538	3.23840135536464	3.27842927304029	3.21365409871586	3.29671895398611	3.36026918981478	3.30853788267636	3.41185636993986	3.41548754425426	3.4018876423384	3.4441789839903	3.52888406998233	3.46046968250493	3.48589433431424	3.44925894953792	3.43365418785554	3.43438377711211
