T0_1	T0_2	T0_3	C5_1	C5_2	C5_3	C20_1	C20_2	C20_3	C30_1	C30_2	C30_3	C45_1	C45_2	C45_3	C60_1	C60_2	C60_3	C90_1	C90_2	C90_3	C120_1	C120_2	C120_3	N5_1	N5_2	N5_3	N20_1	N20_2	N20_3	N30_1	N30_2	N30_3	N45_1	N45_2	N45_3	N60_1	N60_2	N60_3	N90_1	N90_2	N90_3	N120_1	N120_2	N120_3
AT5G58320	2641.04898482819	3083.97973389339	2881.31296236648	3191.29794252193	3494.84808074134	3094.39256277013	2221.21856791632	1554.27064441801	1898.29068389437	1862.84066657556	1579.06905258848	1961.63110290084	1810.69172266886	2038.1055451726	1808.50516702578	1584.2016953716	2181.06652777218	1945.09589113117	1518.81044493368	1429.94152583382	1920.11023663656	1891.28233263256	1498.93956084389	1381.98084045188	2339.70582794592	3504.57805067311	2308.93667444369	6358.16874298083	6839.68838056043	6072.01831406846	9327.88562852676	10441.351744206	10254.0214862087	8996.52497154236	11214.1234170002	9070.86157766814	10963.5607283622	8102.08327635964	12972.4101385053	7382.60245157353	7713.22352921303	7696.56290362666	4542.85878521499	6051.44039290332	5459.54172205749
AT3G15630	426.058686995872	706.332005961313	328.256655209056	618.009508773328	642.296404028137	654.549741873033	331.177064935025	287.877954140032	407.742437307722	370.52230463919	339.705162613598	416.363713307181	398.825562444056	377.585869421451	353.374395353717	388.639916951869	310.424072640842	361.987634119879	636.057603162049	385.841162423998	602.858847456747	473.109064294905	495.980735099483	496.332237759087	606.650556569107	656.774657541075	431.389824078166	513.836546340685	750.697505183462	600.304713422839	1138.5069831669	842.866589185814	1170.23964732234	1140.27184520596	1390.56049749644	1058.30933098805	954.765063429644	1288.99176718025	2086.87220622748	2815.38800156109	3846.22902279333	2343.43568617021	3069.49917919932	4471.8220294735	3745.54098851722
AT3G43430	416.01863334461	442.629913848075	345.243363240853	567.384309445683	468.842027539255	529.007794027015	695.005389793222	712.26141705069	718.750061682745	817.194898882139	729.806146054488	716.832372394837	699.424057579932	738.008744778291	896.636756026817	910.120031505931	593.854747660741	739.25396708248	1014.52178448277	852.698841892406	940.344422348801	919.677864007413	1040.34983459892	691.912970853746	442.603150375052	396.022659357423	554.254014480175	711.924258408254	811.729822678052	705.038727254057	693.087724997049	774.492455844782	933.528719924644	854.418572716314	921.67728842326	1000.1465720568	1224.30758133665	1528.43622802306	1893.51067716728	2397.65497259654	3062.90883488791	2278.81040789106	1760.03138456171	2398.38885137294	2277.01968551401
AT3G11340	5652.03533111442	9553.87990085771	3980.85798226255	5989.05659970443	2752.08552795479	8089.23047396792	9455.80487375047	9233.7191675338	6484.3529443274	9693.81820940996	7386.72077496326	7220.90573928871	8494.86613419416	9148.94852356692	11453.1890953867	8202.05881228083	8370.65260225436	11169.9041385563	12876.6988602759	9393.86515129924	9243.83566100345	9087.15580810336	11867.2463690876	7149.76736548871	9537.48880367818	5873.59449833482	7295.40259453708	7749.25087133503	8288.18871576538	9806.67997800118	12055.1186295193	11796.4027504192	11906.5596481039	16172.6986089336	12030.0721386717	16955.7086362601	20515.5413629463	18847.5490147108	15692.3623139521	35259.319917808	35125.969191965	27430.3532352964	26073.2427111318	33332.0091206771	30555.4582142536
AT1G13740	1365.70473384477	1365.40686545637	1503.09411070552	1972.47238889787	1689.03345818629	1496.97950224666	889.047163050927	744.698369629848	1129.61297682701	837.653185641358	614.082409339966	1013.00862206696	966.885710732325	863.513138875762	647.853058148482	731.170013248432	682.932959809853	759.233804030655	634.076115301732	772.695031311052	767.274896763132	753.512729230666	645.544770517509	846.901476324985	1271.77345594006	1440.81052921274	947.419423766605	1047.03504950001	1117.90861544258	883.852897209797	709.406965059306	990.803350414592	936.487606517115	998.915831337455	1203.2370585775	1020.37709690245	1231.88508184006	1188.78373290682	1777.49375973116	2096.62196442209	1778.9097639914	2194.18206728741	2410.04297545098	2626.15234442187	2637.32014001196
AT4G37610	557.351696281609	616.146611941737	595.452981547056	687.738556903858	816.609465549143	595.674897365935	871.322193378348	554.131273227292	622.015248750046	465.994309515545	574.885659807627	526.893255757283	694.690223010863	672.57482990696	625.513297522672	600.52552139173	866.488063632264	544.156735706182	550.853625168379	583.318922719746	773.043880949321	656.583067277563	521.274652854002	452.972358252252	700.043881877605	949.564443897462	1114.87876475897	3071.10422769418	3619.21642742921	3311.89387639451	3783.18382855037	3633.77439556067	3899.81252887696	2520.84891398839	3428.1338545718	2426.3985736751	3053.73270287418	3438.71780769853	4236.76594785235	5411.96346414075	5207.52183829907	4009.84464751121	3112.2777197963	4141.95766023023	3498.08188515323
AT3G57520	1662.01503519356	1733.00253148016	1984.69023841783	1908.47449540821	2070.28961244898	1432.90981851835	2085.94906252033	1800.2508681433	2004.38693033669	1958.31267145191	2098.89261186259	1650.43142027434	2401.23758516021	2459.67158688462	2234.99150624578	2184.72721676333	2639.9542873282	3063.96676022898	3771.76214211514	2696.83731111577	4435.38734181495	3105.21095614046	2626.16850425181	2527.78872018568	1443.12990498434	1681.98387906861	1534.43722235398	1757.46992661452	2192.07740334737	1839.23146240189	2644.67684538348	2095.97797841782	2244.31548038936	3023.44807440975	2396.13110519014	2970.09392890193	3433.69022811659	3419.73102225725	3406.02752670483	14351.4502839822	9962.81758873522	8779.8056633534	12444.6663554868	17003.7228431352	10614.2138287706
AT2G31081	9.78261637815295	6.85408994548771	16.0685075976461	17.1934639225965	8.58685032123178	1.73161307373818	21.456542235227	22.9761747435706	24.9638226923095	37.5068590585683	40.1300054735844	10.7310235388449	52.072180259758	20.381055451726	74.1273875310959	59.2840551282512	32.3920771451313	39.9596738963503	39.6297572063582	34.4320197438739	76.9197891491862	32.3098873177008	59.3857199453926	51.6628351570797	13.8059698282126	19.5786483277827	14.5616818254233	71.4903020995736	86.4624497840031	52.3670069156093	163.192400622574	223.769890934287	91.7254843666053	179.05095090011	258.575299121239	192.189986033671	347.482523084938	310.11749554091	163.283068984168	405.797799565565	403.773292734753	266.194598626032	658.345072823745	461.417421262908	629.93189352335
AT4G27900	1694.70956887844	1400.03805675988	1591.24135238404	1841.61102459811	1771.46722127012	1748.92920447556	1557.93154490561	1358.29738925226	1413.57645995203	1415.03150084599	1404.55019157545	1232.99460461327	1279.31879229087	1471.72674104043	1165.72932720134	1181.28969107404	950.167596257186	1270.48257299867	1302.82826815903	1194.99362640503	1105.72196901955	1261.23952993739	1185.51492779876	1139.35002533917	1531.65053505935	1575.19125182616	1515.32501495811	2381.52068869205	2492.15296436244	2401.21885369135	3041.13838336655	2698.91351787965	2982.55768521091	2420.32908190412	2697.22767572243	2179.83905211875	2051.33763628024	2256.26300327213	2294.55681151435	1229.32862809568	1891.96628595713	1475.61052070731	976.684082720796	1303.74964986626	1075.7542141439
AT3G61880	128.203762008425	101.729124454081	146.912069464193	136.592518940627	121.074589529368	74.4593621707419	90.4906346442182	128.396270625836	99.8552907692381	113.657148662328	97.0586178895994	68.6785506486071	106.511277804051	83.6695960649806	89.3590425032389	41.7184091643249	99.8755711974883	111.652030004508	111.954064107962	91.1435816749602	50.9593603113359	62.3119255412802	54.9867777272154	76.5717021078145	76.3388919912933	95.2234259578524	77.3589346975614	116.171740911807	110.875376781839	114.951966400118	153.592847644775	161.611587896985	100.602144144019	144.497258621141	199.964897987091	173.223868990875	202.427513448235	136.071962329175	100.26153358677	251.965953978619	196.118456471166	230.804565282687	556.121027760817	370.115676204502	411.771947997664
AT2G02710	552.202950819423	677.472679875048	489.859931619668	769.885106756263	797.718394842433	626.843932693222	428.197951563878	391.946510331499	484.714223942343	405.756020724511	358.370281438521	495.773287494633	468.649622337822	429.074851615285	413.28557157748	546.730730627206	512.874554797913	474.81494865075	508.251636171544	505.340525064502	613.43531846476	544.652386212671	450.891577363166	620.876572512761	704.104461238844	460.988174263248	419.558457595009	622.561380783787	740.525452267697	661.612428836235	866.839633895201	876.432072825957	1090.34970932561	950.226537671636	926.274182629859	1025.43472811386	837.855055662748	1001.02552132083	1353.53070342139	1576.7764172662	2413.41065257458	1635.63501930331	2065.03682336359	2848.02540230573	2439.74879188616
AT4G34000	6877.69418838774	7001.27250852766	7904.32843739064	6622.34918752007	7271.34485201907	6978.40068716488	5942.52930601721	5604.83509774044	5495.16147014463	5092.97683155892	4170.72080142904	6260.47913256209	5646.28118225694	6312.76375438988	4517.70886473761	4754.8007918603	5306.90197227735	4882.13192251291	4377.10668344227	4191.59205058512	4758.45045624153	3960.26904551247	3168.33813264215	4105.35029373223	6241.9225940966	6730.60533195549	6944.10202049875	8367.3441082376	8346.16941738524	9125.90888809826	11683.6159292785	10262.3358314585	11490.8360818617	10831.0119070803	11237.1078880332	10624.8187673746	11455.0157610119	9571.44950523205	8631.08573419819	7539.08657036025	7205.62281834648	7273.4212006084	4698.41711465857	5374.04034892161	4779.32613873058
AT1G22650	87.7861101302672	79.7238883133044	124.875259044564	88.832896933415	65.2600624413616	74.4593621707419	118.477428864079	136.505508770626	164.345166057704	135.25200690817	145.587926834399	100.871621265142	231.957893884377	247.790726807827	250.814585207955	143.818726329646	251.038597874768	225.654629061743	132.7596866413	103.296059231622	175.954017678763	105.007133782528	131.968266545317	142.995347309774	102.326599903223	116.581951406343	110.122718804764	254.684201229731	310.247613930835	329.528970347005	720.926428632664	550.722564910495	763.392740857554	1050.74636975591	771.129003157116	1012.79065008533	1234.05008198389	949.339272064012	766.284578127453	1235.95931109512	912.527641580542	1214.03201338693	577.232515328161	577.262646175723	536.887270658493
AT3G18773	144.67974748742	85.1350119544789	126.252559695791	163.337907264666	114.205109272383	96.9703321293382	97.9537797695145	102.717016500669	127.939591298086	92.0622904164858	61.5948921222458	90.1405977262969	68.6406012514992	61.1431663551782	112.714246793858	71.3604367284505	89.0782121491112	79.9193477927006	98.0836490857366	75.9529847291335	98.0727311652124	111.930681064892	97.8764643544434	61.8108920629346	87.7085142027625	97.0033030785599	84.6397756102731	95.3204027994315	90.5312709503091	90.684329048982	75.8364685246078	105.669115163413	88.7665977741342	84.8136083211047	72.4010837539468	85.9797305940108	59.5375039553633	74.8923203517165	128.907686040132	258.596636978056	230.72759584843	318.510300090108	323.339099057738	526.21220807855	376.137837113251
AT3G57040	1081.23654705901	856.761243185964	1128.00923335475	1193.03535774016	1379.90684662195	1161.04656594145	832.140681470542	1023.11554593429	942.384306634684	894.481759972522	820.331972355364	915.356307863467	879.30977120455	867.803887391914	805.246826193959	723.485043139214	677.534280285664	766.285511188835	781.696960895416	770.669618384942	1034.57116405655	897.753297613259	682.935779372015	906.86726713231	892.515343600333	1120.43264748538	1095.7665573631	1511.72201314723	1645.83816177079	1403.69123415255	1458.17209732759	1709.3533335258	1562.29212082476	1686.84843216419	2227.1952430976	1877.64558723685	1936.59262865718	2053.73729189848	2615.39371899202	2046.22877362636	1803.13616155548	2106.47633247999	2660.60299894761	2310.03232389707	2613.56406608902
AT1G22070	2455.43671091639	2982.97209259147	2660.94485817019	2322.07282199067	2826.7911257495	2477.93830851934	3159.70906742234	2676.04858778058	3328.50969230794	2920.98872062183	3041.4811125212	2681.68278235733	3294.74886007196	3301.73098317962	3250.43517105531	3610.8380984596	3082.64600831167	3561.11211488063	3959.01274491519	3561.68863056484	3363.31778054817	3889.87964814177	3909.55989640501	3831.35275727414	2848.09036397304	2917.21860083963	2963.30225147365	3441.96016983572	3237.76444308802	3263.35860169224	3433.76010015851	3188.72094581359	3497.40395230089	3061.14301144135	3056.93464738887	2949.86340405628	3111.10520668571	3106.44906247613	3153.94138511524	2684.10047817223	2360.34330552944	2532.69542970201	2283.92961550921	2181.42448945996	2136.85884936865
AT4G01560	2514.38984645842	2124.76788310119	2327.6381005733	2342.13186323369	2436.94812116558	2237.24409126973	1832.20212826025	1980.00564701947	1990.86485971168	1896.93781117426	2225.81541987206	2058.21031475044	1831.99397822967	1984.47118872069	1909.03408984192	1994.79866977838	1759.96952488547	1698.28614059489	2017.15464180363	1913.00250871111	2185.48350920125	1848.58712439131	1638.60597627102	2192.90284229247	2170.78572651837	2433.98196256753	2196.99374541074	1991.30278973187	2182.92255572318	2083.18507998436	2023.58576771992	2253.86006813257	1764.97585240903	2198.87132684345	2725.95826451368	2508.58508086055	2613.15517360449	2898.64924403545	3099.51369545385	3043.48349674174	3165.58261504046	2903.5214312562	3493.95119239539	3717.84632834602	3496.89408145709
AT4G03420	598.284222705986	682.883803516223	604.634985888568	718.304714988474	672.350380152449	619.917480398269	553.205632412591	420.328843838263	481.593746105804	385.297733965292	463.828202799336	441.045067446524	499.41954703677	559.942681357947	538.185142349052	607.112638628202	461.587099318122	500.671208230742	695.502238971587	597.496813202517	499.017132105346	579.270122624493	492.68152843585	553.530376682997	636.698843842276	744.878575016097	637.07357986227	475.112632703416	411.968143088485	387.004953547064	487.657291272162	622.826196433765	562.188452569516	557.570943592447	551.627304791976	531.051277198302	478.465031786737	568.548741825002	588.678432916604	787.725140333155	1122.48975380261	1010.92399593817	1180.02104192205	1378.36182862366	1274.90930053123
AT3G05327	56.6362000840434	65.6549668462507	59.2239280027527	63.0427010495203	52.3797869595139	81.3858144656946	78.3630238156116	41.8977304147464	72.8111495192361	35.2337160853217	38.2634935910921	52.5820153403398	55.6225561865597	68.6519762584456	30.463309944286	35.1312919278526	35.0914169072256	34.0832512645341	32.6945496952455	48.6099102266455	24.0374341091207	36.9255855059438	42.889686627228	43.3598795068347	77.1510078635411	79.2045318714847	71.8983040130277	168.300086192746	214.630316522643	208.190783591325	178.551685387051	179.015912747429	232.272597508984	163.344727136942	202.263345090391	189.661170427965	176.447511722258	145.565355049815	209.116912909548	45.0886443961739	84.2155724846771	63.0865811772677	48.8897606822697	42.2147853495852	57.4105119804436
AT5G61440	160.640858420196	351.362295100265	155.634973588629	276.050615201687	256.74682460483	261.473574134466	126.873467130038	128.396270625836	121.698635625009	97.7451478496022	139.988391186922	145.94192012829	139.648119787533	112.632148549012	143.177556738144	120.763816001993	126.868968818431	131.631866952683	388.371620622311	248.113083448503	578.821413347626	345.023439571162	228.744995345216	279.532840224913	266.374006097279	365.764748305396	169.279551220546	253.19481993599	388.572421382226	311.647553351431	435.81970519205	325.709507915462	371.340267355128	496.316670916094	561.970316756825	490.590227507003	536.920035670185	737.320167969716	1141.5491752665	1946.7685286348	2848.33217074887	1566.3936497185	1856.14420953935	2331.63058616895	2235.84249071424
AT2G32960	142.877686575655	132.031416844658	148.28937011542	139.45809626106	155.421990814295	150.650337415222	294.794232449206	136.505508770626	273.561890336558	201.173153132321	264.11143137266	142.722613066637	239.05864573798	252.08147532398	276.200676828193	362.29144800598	515.573894560007	306.749261380807	209.04696926354	231.909780039621	255.758298921044	309.251778612279	222.14658201795	211.264093767344	159.986826832817	154.849309501554	214.784806924994	734.264977814371	645.925360151082	831.485890294187	1420.73384071417	891.350065554909	1251.60902861529	1251.78603392445	1206.68472923245	1330.15700860146	1280.59758507627	1100.17873418085	1592.72607640697	1543.62300226901	1298.99636462666	1335.58908443581	1135.57580493817	1393.08791653631	1217.49878855079
AT3G23620	2863.73222606772	2858.87699042053	2885.44486432016	2986.88676033106	2476.44763264325	2500.44927847794	2327.5683859518	2726.05555634012	2821.95212350982	2454.99441110629	2848.29713268324	2782.55440362247	2385.85262281073	2629.15615327266	2502.05319009069	2550.31222338755	2380.81767016715	2273.00027398651	2375.80394452118	2458.85129229782	2815.26428286022	2385.16203877456	2291.84889567034	2940.16885081452	3072.23434471343	2982.18411574545	2816.77532810532	3218.55297577455	3349.65702516144	3052.61332995869	3051.69789164213	3140.23746944449	2682.23069607509	3359.56126294154	3543.05620973679	3555.51474162292	3828.80275436582	4091.65226259589	4203.82287253098	4132.24164524935	4588.01824344604	3948.29676343583	4801.7522906461	4809.54031227018	4438.42647793636
AT5G04540	1843.50831273561	2621.50903336101	1754.22192944588	2062.26047827143	1715.65269418211	2058.02213813783	1942.28351885837	1628.60532741192	1788.03380033667	1568.46865154013	1650.92976006444	1898.31806402166	2082.88721039032	2121.77514123759	1897.86420952902	1996.99437552387	2345.72625325993	2095.53231050566	1764.5149396131	1777.29984266172	1709.54231384066	1947.82463543854	1886.04647604349	1698.41570578899	2193.52497094131	1870.6508538636	1785.62623384253	2506.6287173663	2334.48614416808	2171.31492089112	2613.95827585452	2758.58548879546	2714.77844859227	3496.20540968109	2836.28372547208	3246.99923772676	3867.77275695478	3665.50441158049	3221.25984338064	4223.74507064158	4135.79215558311	4103.70517072617	2877.27352924403	3251.52021111223	3125.50745912843
AT4G16480	352.946501432834	313.845171188122	216.236202242609	327.631006969477	294.52896601825	393.076167738568	335.841530638335	333.830303627173	370.296703269258	394.390305858279	387.301215617152	479.676752186365	369.239096387375	480.56383380912	330.019191063098	362.29144800598	313.123412402936	330.254951908071	392.334596342946	428.374833872313	426.904829777983	499.649328877302	479.484701781318	489.874383364452	341.088666344077	266.981568106128	322.177210387491	872.777438132295	819.867465010665	726.751876462969	434.85974989427	458.728276415288	612.489524641526	464.904223389759	453.94330290173	464.037663647088	518.517534447618	498.930528540308	393.884596233738	343.469379370854	401.466016776269	307.739420376916	406.673918402516	415.275679136617	389.203677770869
AT3G62930	18.792920936978	16.5941124996018	23.4141110708557	18.1486563627407	24.043180899449	27.7058091798109	31.7183667825095	50.0069685595361	26.0039819711557	20.4582867592191	42.9297732973228	30.0468659087656	18.9353382762756	22.5264297098025	46.7104085812385	36.229144800598	32.3920771451313	24.6809750536281	27.7408300444508	34.4320197438739	61.535831319349	35.7716609588831	56.0865132817597	38.7471263678098	15.4302015727082	35.5975424141504	38.2244147917362	71.4903020995736	73.2387809935085	74.0801561245205	200.630657235988	185.23174305116	121.314350291317	246.58771308173	257.426075569589	247.823929359208	268.460017835093	271.089103244946	436.853824913782	303.68528137423	354.166859627341	227.727171078917	331.117015529917	332.809586825799	331.397231225043
AT2G34180	201.315947571463	97.0394839650629	237.813912445162	169.069061905532	222.399423319903	116.883882477327	154.860261349899	231.113287126505	192.429466586553	152.30057920752	103.591409478322	263.983179055584	112.428571015387	145.885449549197	114.745134123477	174.558606766517	121.470289294243	128.106013373594	61.4261236698552	74.9402782660784	124.994657367428	56.5423028059764	68.1836043817471	96.8678159195244	132.374887176392	156.629186622262	141.066292683788	262.131107698437	305.161587472952	269.498499004721	204.470478427107	206.365566083842	248.546473767576	262.293936844898	305.693464738887	362.88503941884	418.927527831374	359.69410197092	257.815372080265	1213.41498889703	1002.51140396143	695.491090051829	538.898498429563	674.454826399186	501.25315977408
AT5G52870	323.598652298375	452.009194826111	299.333341533293	467.089103230537	370.09324884509	396.539393886044	352.633607170252	294.635652594023	322.449376442331	423.941164510484	367.702840850982	356.269981489649	349.120299468832	362.568249614916	364.544275666622	360.095742260489	294.228034068276	351.41007338261	269.482349003236	301.786525990424	328.832098612771	328.868495912312	350.815641899634	301.674055292233	385.755039317706	387.123273753886	411.367511568209	335.110791091751	266.507786393045	263.112278649159	271.667349271696	223.769890934287	284.053112877229	315.695097639667	305.693464738887	355.298592601721	490.37253257781	515.80767115478	468.364592612481	639.197841145759	543.363488223053	629.327114670792	563.898944232997	517.376555330962	623.596940477232
AT4G31790	1974.02901020202	2059.47365783102	1947.04402061763	2081.36432707431	1818.69489803689	1916.0298660913	1540.20657523303	1617.79300988553	1535.27509557704	1567.3320800535	1533.33951146742	1646.1390108588	1370.44510774545	1646.57474307366	1496.76396192925	1453.5572035149	1365.86591961971	1518.46760806131	1509.89374956225	1597.03809223791	1533.5882961619	1280.85624723743	1508.83718083479	1500.98987143873	1999.42927747409	2179.45953430636	1766.51402644667	1736.61858850214	2118.83862235386	1779.20099105961	1664.56248635025	2153.16361721214	1756.09919263162	1880.03498445115	2600.69289738384	2262.0255593042	2500.57516612526	2569.54496305326	2856.02139960026	2593.92318937989	2882.94131012614	2517.30845868317	3023.94281129084	3269.19151660741	3187.27325132807
AT3G48100	693.536013756422	995.286008400031	700.127831040293	923.671089619487	885.304268118997	951.521384019131	736.985581123014	1069.06789542143	907.018891153912	670.577177107736	793.267550059226	850.970166630398	634.333832255234	446.237845679897	563.571233969291	411.694827279522	359.012188358539	487.743078440746	631.103883511255	625.85259416806	674.009652419744	572.346575342129	478.384966226774	630.102078790811	917.690935640015	1030.54885288965	940.138582853893	1192.99441628663	1264.3861774296	929.833683769844	675.808529637011	1146.19910800785	782.625503708616	731.910027363607	755.039873434017	758.64468171186	775.070051491638	701.456239913964	1370.71839489341	2011.74922202929	1317.45457229454	2212.64643251002	2557.82338842238	2207.93144770272	2722.44607156917
AT2G31810	1506.00804768934	2132.34345619883	1419.53787119776	1631.46868776637	1257.97357206046	1651.09306580936	1552.33418606164	1570.48912070759	1645.53197913474	1671.89665682285	1803.05047848756	1710.52515209187	1536.12931766286	1750.62539459036	1562.76780014187	1524.91764024335	1376.66327866808	1590.15996416947	1840.80222223534	1615.26680857291	1922.03323136529	1855.51067167368	1685.89460511642	1805.43157861437	2005.92620445207	1760.29847237974	1471.63996948184	2100.02762417498	2201.23225097156	2227.51366002007	2706.11398444139	2381.90617238941	2566.83411896871	3105.12043797822	2781.12099499288	2910.66676216784	3182.55021143215	3212.98602522998	3348.7352217981	5315.15549234897	7022.19437964698	4553.00472447647	4882.86484814168	6345.96215115624	5136.85505127086
AT5G61020	7252.26542076176	6876.09518162849	7289.13414650934	6884.07191611959	7351.20256000653	6522.12064223487	5796.06508293327	6381.97041994944	6390.73860923124	6353.43461022414	7248.59889565883	6198.23919603679	6316.1187737802	6638.8606416175	6184.05191869005	6278.6205792309	5979.03757303883	5912.85645213348	6328.87222585541	6161.30612122731	6594.91042217835	6151.57176038083	5584.457145976	6978.17294871698	7006.93574575403	7377.59066533267	6549.11640098414	6851.15395120914	7021.76812775263	6991.6340452694	6840.64145197918	6908.27379956573	5780.18495839237	7516.99869305198	7446.96861469167	7873.46738836626	8352.57055490151	8745.52433853636	8410.5103603073	9461.98464019708	10608.8548571108	9058.30983879451	9912.95454379247	11027.8763681835	9758.99516754464
AT1G45249	1760.61351079442	1902.19033066088	2149.04811613089	1555.05329255483	1683.02266296143	1841.57050392056	2057.96226830047	1829.98474134086	2033.51139014438	1696.90122952856	1500.67555352381	1793.15403334098	2157.44510485316	2253.71565810929	1705.94535688001	1807.06582853892	2038.00152038118	2080.25361166294	1807.11692860994	1764.13465864201	1798.00007136223	1495.48621299072	1659.50095180736	1729.78242713436	1844.31514587476	1819.03441736309	2298.01541307462	3080.04051545663	2922.4308026993	3479.21284971024	4348.5974989427	3944.56591074718	4611.42475436627	3957.96838831822	4082.04205546062	3904.49129521037	4492.37529845014	3878.57833708819	3618.00905485971	2855.17209955772	2653.36735225695	3001.99804577681	1687.8078744629	1976.24099787709	1721.91942484793
AT5G18670	565.589689021106	546.523487758625	633.558299564331	596.04008265001	601.079522486225	561.90844242804	688.475137808588	527.100479411326	571.04744408658	737.63489481851	627.147992517412	614.887648775811	831.971425513861	646.830338810043	632.621403176339	663.103135138217	653.240222426816	622.900798972519	939.22524579069	832.444712631304	1020.14870359108	769.667672889516	820.402723690054	538.769566638117	535.184359811301	562.441170143577	588.838008815556	828.095999320061	997.878391036553	1099.7071452278	1496.57030923878	1215.81640740963	1426.18333757109	1242.36229966655	1023.95818452011	1134.17379915923	1098.73757299443	1230.976589443	2076.8460528688	4679.93606100287	5240.97733969709	3080.47159797292	2841.16177419463	4152.75679136617	3188.46105502422
AT5G63160	70.7952501050542	67.8194163027205	79.8834377711548	100.295206215146	92.7379834693033	98.7019452030764	500.963616535517	117.58395309945	197.630262980784	238.680012190889	129.722575833215	118.041258927293	176.335337697817	128.722455484586	342.204515040813	399.618445679323	1260.59166889803	507.722915388921	89.166953714306	62.7878007094171	411.520871948146	105.007133782528	98.9761999089877	91.3325121526944	86.8963983305147	143.280108216955	131.965241542899	3248.34060164938	3712.79931425425	4972.31116884066	12784.684655832	11234.4916909619	12735.0478939958	12557.1258986524	17561.2850927629	11363.2329242408	9866.98815551157	8221.27809607434	15872.8330744083	6344.23749386164	7542.48510828519	5934.75472196882	4104.51763546146	6283.13084272895	4708.45385152714
AT4G29740	87.0137983109394	289.675485590875	128.088960564093	92.653666693992	115.922479336629	154.113563562698	137.13529167732	166.239381968188	132.100228413471	144.344578801157	147.454438716891	222.132187254089	176.335337697817	100.832590129592	62.957507218191	39.5227034188341	126.868968818431	119.879021689051	266.510117212759	85.0673428966296	145.186102019089	102.699284688406	74.7820177090129	64.5785439463496	113.696222114692	133.490784053064	151.987554052856	211.492143711239	223.785164146832	177.536925884627	154.552802942555	134.261934560572	162.738762585913	194.757174663277	187.323438918942	281.962940036241	387.535025745819	298.514459993461	206.252297664212	985.319493716388	610.274491019098	1081.70406262486	803.903223945957	701.943523836125	656.459509403969
AT2G17820	1666.64890610953	1445.49149534575	1543.0358295911	1740.36062594282	1506.13354634405	1505.63756761535	2293.98423288796	2101.64421919131	2557.75166668288	2910.75957724222	2673.77827167021	1802.81195452594	2912.49171861965	2453.23546411039	3038.20744511012	1989.30940541465	2691.241742808	2515.10888641734	2132.08093770207	2774.81570877101	2052.79687291891	3668.3261351061	2496.39970881558	2900.4991738189	1554.38977948229	1271.72220274552	1948.53504926446	3324.29904763017	3420.86139557179	3701.4533180838	5127.12124544216	5722.29337761401	5124.79157816001	5896.11640069309	3700.49983631284	5044.98713338387	5076.92533728461	4326.87743778508	4435.85670740322	5819.0874003062	6125.81766977583	6291.73244960604	7680.69251627702	7785.19180981884	7234.91231323204
AT1G56230	1914.30356284067	1924.91704995381	2082.47858465493	2026.91835798609	2005.02955000762	1904.774381112	1960.94138167161	1686.72153411624	1927.41514370206	2216.3143989154	1978.50259544183	1602.14181434954	2134.95939065008	2442.50859282001	2147.66335107216	1972.84161232347	2194.56322658265	2403.45685641283	2070.65481403222	2310.99614869177	2335.47709804217	2105.91229838586	2156.58142246139	2218.73425987101	1789.90338243415	1696.22289603427	1852.06390717103	2085.13381123756	2130.02788056121	2434.42719954028	2953.78245126859	3296.87639309849	3102.39259220599	3537.04159146533	3374.12034764425	3496.08757488882	3551.6827359554	3374.37370148086	3281.4167635327	2950.65393474961	3252.10546348363	3025.07850230508	2528.93398438286	2590.80973343152	2484.48939777437
AT5G17640	1495.45311949185	1564.53621545159	1597.20965520602	1583.70906575916	1543.91568775747	1582.6943493967	1431.05807777557	1402.89819904861	1448.9418754328	1361.61264097469	1292.55947862592	1472.29642952952	1478.13984419177	1366.60340239468	1489.65585627558	1475.51426096981	1338.87252199876	1564.30370458948	1574.29210502258	1520.07240104573	1471.09096747819	1435.48213654357	1460.44881643484	1534.20169403971	1677.83139206396	1349.1468574963	1300.54020803312	1277.88915002988	1299.98836263478	1118.86580629448	1019.4725262422	1284.19054075066	1148.0479978788	1226.65607590338	1350.33767318869	1344.06549443285	1423.48759456914	1375.48712307941	1607.04915263365	1971.96512403266	2091.54565636602	2140.32766872145	1960.03495098917	2204.98623012019	2157.44744676853
AT4G15340	198.484137567261	181.813754343464	186.394688132695	161.427522384378	109.911684111767	154.979370099567	294.794232449206	220.300969600118	305.806827980792	389.844019911785	355.570513614782	219.98598254632	429.595487143004	363.640936743954	473.196747801242	298.615981386747	402.201624552048	366.688772225332	196.167298171473	214.693770167684	261.527283107233	288.481136765186	180.356630945266	193.735631839049	150.241436365843	140.610292535894	178.380602361436	329.153265916787	394.675653131685	372.955268764828	733.405847503802	953.508368592211	853.638781927923	1093.15317391646	1219.3261883006	1063.36696219946	1414.82759399381	1318.52676675557	1737.38914629645	1737.23894585258	927.52493531069	1563.31625551473	1248.91115924707	1237.97312385644	1324.40112120403
