Target	Log2FC	padj
AT2G25460	-0.644997195748945	0.0330497777952024
AT1G49320	0.514800387021748	0.0330567998540254
AT1G79200	-0.398795282702616	0.0330904232328757
ATCG00350	-1.00930480882533	0.0331528602524123
AT1G24430	-0.453572194181127	0.0332376424843845
AT1G26450	-0.503292780307477	0.0334949658253533
AT1G70830	-3.14030442613812	0.0335198187221387
AT3G01310	0.253851087263646	0.0335198187221387
AT5G47950	0.548401490929385	0.0335198187221387
AT3G48210	0.357178223568363	0.0337405787237522
AT1G71696	-0.294586392895948	0.0338188445058886
AT5G24550	-3.74006857193072	0.03390002930025
AT2G38820	-0.685588425508403	0.0339694166050959
AT3G23920	0.240767375448582	0.0339940274601432
AT3G13433	-0.8278794235871	0.0341479767605853
AT4G14630	-0.423251369795733	0.0341479767605853
AT4G35270	0.32505810312131	0.0342053739308751
AT3G48710	-0.289327495092029	0.0342381755787043
AT4G18700	0.216341892118833	0.0342404312196031
AT1G23560	0.54701624645021	0.0342518508871158
AT1G13470	-5.9409000872475	0.0343172600180876
AT1G16060	0.429569465567902	0.0344197783024642
AT2G44380	0.494637864527508	0.0345519385394793
AT3G52570	0.517590230805452	0.0346070138984725
AT1G19140	-0.27626575721925	0.0347084378073082
AT3G45430	0.896924062624604	0.0349750066819938
AT5G17760	-0.367328490055676	0.0350050317724043
AT5G17350	-0.714206417683549	0.0350574906614686
AT3G21550	-0.716370810483956	0.0351599616254356
AT1G15490	0.290744669352579	0.0353381066144701
AT2G29110	-1.36318523875844	0.0353381066144701
AT2G31880	-0.288596949077608	0.0353381066144701
AT5G60340	0.286538352571995	0.0353381066144701
AT1G19396	3.58967829301751	0.0353793542852291
AT1G29910	-3.68292080808614	0.0354002682416539
AT5G22780	-0.225697818422622	0.0356056436519773
AT5G42840	0.751356642214562	0.0356056436519773
AT5G51410	0.257417906998629	0.0356131820886895
AT1G01630	0.305995156301283	0.0357525152914814
AT1G01140	-0.81472329117126	0.0357863655662918
AT2G26420	0.47669139433324	0.0358104561813318
AT2G29750	0.390943316202228	0.0358850467521757
AT1G10740	-0.302287919902432	0.0360266591179974
AT5G60210	0.355748881321472	0.036095217604521
AT1G04800	-7.29304102960679	0.0361064132669586
AT1G65500	-1.1885057718552	0.0361064132669586
AT1G56060	-1.66504011349509	0.0361417618183872
AT4G32650	0.326843437745055	0.0361811570960026
AT1G07700	0.411097545788359	0.0362835146624466
AT2G01880	0.581285021139223	0.0363254002420656
AT2G37810	-1.40872626460556	0.0365949664159795
AT1G74840	0.224088815472253	0.0368476238967302
AT1G21080	-0.213791151181204	0.0368740380553338
AT5G04930	-0.316623986729027	0.0369367862354392
AT3G47160	0.473956861174936	0.0369614288423277
AT5G65350	1.2865916034369	0.0372857093424201
AT5G27380	-0.230090717845569	0.0372993318290873
AT1G18500	-0.218585983905307	0.0373023811041419
AT1G32928	-1.23514118909289	0.0374433082405669
AT4G21865	-0.664928136727464	0.0374433082405669
AT4G26400	-0.380498901299934	0.03758775372465
AT1G43020	0.753590851710482	0.0376070193262192
AT2G23700	0.359164172640033	0.0376070193262192
AT3G15095	0.222265033893974	0.0376070193262192
AT5G44020	0.441256720490049	0.0376070193262192
AT5G41550	-0.666963694116683	0.0377344449814244
AT2G03810	0.362842393538857	0.0377402511712584
AT5G66816	0.56431848312953	0.0377402511712584
AT3G10120	-0.493516172665742	0.0377697633500464
AT1G08890	0.458525231061931	0.0378341647388448
AT1G51140	0.354524148949232	0.0378341647388448
AT5G53250	0.584818133116702	0.0378341647388448
AT5G55580	-0.608730293406835	0.0379410312789103
AT4G22214	1.05890110883818	0.0379421261919518
AT5G15960	0.751702454539046	0.0379745597052032
AT3G28930	-0.636318297422629	0.0380172333330367
AT5G04885	-0.411384811440545	0.0381536354881282
AT4G31950	-1.22479590200908	0.0382870024385033
AT1G12780	-0.388686855474706	0.0383343553369939
AT3G08670	0.23467561194246	0.0383474253143844
AT1G74500	0.369543540124533	0.0383670499345803
AT2G26040	0.55369063772667	0.0383710586735725
AT4G39070	0.410353915382869	0.0383710586735725
AT1G19250	0.831139452655415	0.0384296389934887
AT4G37640	-0.285524723438762	0.0384532474782993
AT1G20160	-0.687422444840478	0.0385362862986704
AT5G39160	-1.07058143714825	0.0385362862986704
AT1G27470	-0.207423695989142	0.0386487401325482
AT2G31180	-0.491232758167472	0.0386616285585605
AT3G61220	-0.32197265153344	0.0388468928811244
AT3G49930	0.876519532519608	0.0389107431015626
AT4G36945	-0.54867526529194	0.0389670373050042
AT2G33170	-0.295737622710927	0.039107595555746
AT3G61190	-0.541847694695214	0.0391554109101321
AT4G18930	0.283878507945598	0.0395999753143563
AT2G16380	-0.581005982499491	0.0397474562594492
AT2G46650	-0.287249819484755	0.0397474562594492
AT3G47630	-0.394663911790405	0.0397654072344421
AT2G34650	-0.546448658776813	0.0399104026061247
AT5G53220	0.594502630567805	0.0399546289987238
AT1G75830	-3.03693243091226	0.0399730441646373
AT3G04720	-0.483466775804376	0.0399730441646373
AT3G15115	0.621268092846858	0.0399730441646373
AT4G23050	0.327726401761256	0.0399730441646373
ATMG00020	-0.33528955718829	0.0399730441646373
AT4G10265	1.98051165223228	0.0399825649701797
AT4G17730	0.344889686899335	0.0402125974346613
AT1G61050	0.519247192840078	0.0402527311783149
AT3G57030	-0.510614063847925	0.0404892288749239
AT3G52780	2.43880515494153	0.0405094165564589
AT1G14210	-0.268621174477183	0.0405476622785301
AT1G07795	-0.986676517766527	0.040747093290859
AT4G31290	0.398248471715455	0.040747093290859
AT1G73150	0.447013632031307	0.040785341321861
AT1G71270	0.222801621004377	0.0408381899423092
AT3G45160	-0.511456120962023	0.0408381899423092
AT4G23190	-0.475100371725161	0.0408381899423092
AT2G28350	0.309694244359383	0.0408675524157529
AT5G41180	-0.30958319046235	0.0411419358464989
AT1G69530	-0.305747622304778	0.0411834301776422
AT1G17620	0.261644268333768	0.0413797972083027
AT1G05350	0.336481988664619	0.0415179577174369
AT1G61590	0.639398453744546	0.0417237712412317
AT1G70420	-0.597627477002102	0.0417237712412317
AT4G15330	0.48662880966472	0.0417237712412317
AT3G60070	-0.370963831282995	0.0417477069088498
AT3G53600	-0.940742360289938	0.0419458243916699
AT4G10500	-0.391806378359492	0.0419458243916699
AT2G23100	0.577869633853699	0.0419478193155168
AT3G08940	-1.50481125133195	0.041981352098081
AT3G20395	2.90091958525416	0.0420646845513223
AT4G19230	0.508092741066867	0.0421793865324092
AT5G37660	-0.508156098738126	0.0422218214635749
AT2G25620	-0.240689504429507	0.0424963245386937
AT3G09220	-0.39486946651543	0.0425315976610201
AT3G03910	0.64252588357732	0.0427593119879456
AT5G38410	-5.12341547612935	0.0428990493623828
AT4G37030	-0.630508767442913	0.0429146130406781
AT3G45680	-1.171313816683	0.0431182739384311
AT3G30841	-0.324403839601916	0.0431304873723551
AT2G14750	-0.230087565660251	0.0431656066117872
AT4G18970	-4.13120969352839	0.043275734392454
AT4G23540	-0.266542667135658	0.0433213618601302
AT5G51310	-0.455136663458187	0.0433213618601302
AT2G23300	0.349863521315633	0.0433793557032495
AT5G38940	-0.321554886327869	0.0436681454634647
AT1G59730	-0.6948330788075	0.0437126174160116
AT2G45660	-0.386763268699913	0.0437126174160116
AT4G03420	-0.482392264326813	0.0437126174160116
AT3G21140	-0.298582523733768	0.0437807861879045
AT1G75410	0.294298049057952	0.0437963625298433
AT3G24510	-1.21817778013	0.0437963625298433
AT4G33150	0.30059058233884	0.0438186735824535
AT5G44190	1.15929810218695	0.0438186735824535
AT3G44430	0.415947961098493	0.0438803022352157
AT4G33810	-1.2025763495708	0.0440783195294061
AT5G40980	-0.435632942200775	0.0440783195294061
AT1G44608	0.663097184723864	0.0441274624802388
AT2G35150	-0.885861761998871	0.0441911211385971
AT3G54220	0.322704946014495	0.0441911211385971
AT1G24020	-2.42981080082261	0.0444096602978295
AT5G51580	0.402494698820179	0.0444096602978295
AT3G15518	-0.699732027142646	0.0444270435085107
AT5G18860	0.399451899924893	0.0444529257671326
AT5G65260	0.280329390327439	0.0444867604645204
AT1G17200	-0.871081533015264	0.0447493137583418
AT5G53110	0.406331325968728	0.0447493137583418
AT2G30210	0.355656191104096	0.0449148857480954
AT4G09760	0.397535680677525	0.0450523334759167
AT1G61430	-0.604848042182226	0.0452558513951179
AT3G55620	-0.198924959322849	0.0452558513951179
AT1G66470	0.42914488121304	0.0452810562106824
AT4G27610	0.343771802517854	0.0454012755931041
AT5G03340	-0.217995072562698	0.0454012755931041
AT5G49290	1.26462166644051	0.0454012755931041
AT1G76340	0.281003791267129	0.0454770533541415
AT4G35030	0.319806372728069	0.0454770533541415
AT5G22640	-0.287635184430246	0.0457303457774678
AT2G16580	0.599031187831003	0.0457329010604482
AT2G16890	-0.317392511199839	0.0457329010604482
AT5G46870	0.567168600168638	0.0457329010604482
AT3G50920	-0.48150922194651	0.0458543999762272
AT4G30650	0.382856547309778	0.0458543999762272
AT5G61150	-0.173307985411142	0.0459211324346688
AT4G01780	-1.37292059132925	0.0459260044202717
AT4G24380	-0.646107163146185	0.0459333621268987
AT4G39830	-0.567011651550696	0.0460336255285334
AT3G46680	1.67553315224202	0.0461924678870673
AT5G40760	-0.176485848906948	0.0461924678870673
AT5G52860	1.61870621629791	0.0461924678870673
AT3G55230	0.417837315976811	0.0463237454677685
AT1G77350	0.297310490451059	0.046337924396041
AT3G51100	0.312315046411484	0.0464453207249616
AT1G26250	-0.292492935761787	0.0466143777690377
AT2G40460	-0.568034899844844	0.0466143777690377
AT1G34460	-1.2529684655375	0.0467159148075118
AT4G00400	0.511510740137247	0.0468981824463698
AT3G51770	0.199878550024958	0.0469293330285343
AT5G51810	1.19824716410931	0.0469293330285343
AT2G31200	-0.295268130644873	0.0469414384790242
AT2G24260	-0.267849693233836	0.0470135638766976
AT4G10370	0.457889797490383	0.0470135638766976
AT4G33070	0.85627612382094	0.0470135638766976
AT4G39890	-0.484390696959871	0.0470135638766976
AT2G39200	0.44600327279004	0.047186525417542
AT1G28170	0.627320596262193	0.0475768726503043
AT5G47040	-0.207052875250175	0.0475768726503043
AT5G02810	0.313881876863656	0.0476832669711146
AT1G02270	0.35550210409614	0.0477746587280747
AT3G29180	-0.224915352101195	0.0477889173160492
AT4G22110	0.413909716923345	0.0477889173160492
AT1G12260	-0.802975665043606	0.0479246603405857
AT3G48530	0.263188372397787	0.047998196089858
AT3G51640	0.284909041898587	0.0481135497126951
AT5G40210	0.720320554531328	0.0481135497126951
AT1G04425	-0.735686702359591	0.0482051860520085
AT1G11440	0.485582393173413	0.0482051860520085
AT3G08760	-0.344008557380156	0.0482051860520085
AT5G64070	-0.183918398640668	0.0482898808730364
AT1G72130	0.304626789656078	0.0483899292962299
AT1G23390	0.482052335349299	0.0485509181166831
AT2G15390	-0.358217266890139	0.0485509181166831
AT5G48175	1.0458767162633	0.0485990887147502
AT4G21326	-0.564912300503121	0.048906946859056
AT2G35940	0.311173830118889	0.0489733587044945
AT1G55920	-0.381831325385438	0.0489831697194122
AT1G15415	-1.49377715594166	0.0490151948705454
AT5G01240	-0.399588795043252	0.0490151948705454
AT1G13610	-1.12243822213083	0.049114745465767
AT3G59340	1.18789432489009	0.0492415486384983
AT1G33055	1.6495127514992	0.0492574939205364
AT3G54120	-0.494039502124917	0.0494843309983577
AT5G10625	-0.541786117146204	0.0494843309983577
AT5G59520	-1.47298201531128	0.0494968427242906
AT3G45600	0.256940747566734	0.0495754144966013
AT2G35980	-1.12357925817667	0.0496016117683088
AT3G48410	0.415803033060684	0.0496473188515711
AT3G13310	-0.244349961898841	0.0498136553325209
AT3G60450	-0.215638438017593	0.0498136553325209
AT5G25370	-0.723705756250064	0.0498136553325209
AT5G57610	0.300503584567432	0.0498136553325209
AT3G50060	-0.662354271913265	0.0499127897292284
AT5G55630	-0.303449802441017	0.049948974592032
AT5G57830	0.438246064609065	0.0499637389463127
